Brand,Country,Whiskies,Votes,Rating,WB Ranking,Continente
Son of a Peat,Scotland,1,0,49.85,G,Europa
Sound of Iona,Scotland,1,0,49.85,G,Europa
Sound of Islay,Scotland,2,2,83.5,D,Europa
South Islay Jewel,Scotland,1,1,89,C,Europa
South Islay Single Malt,Scotland,1,1,85.5,C,Europa
South of Islay,Scotland,2,2,84.68,D,Europa
South Shore,Scotland,3,3,85.44,C,Europa
South Shore Islay Malt,Scotland,1,1,84.6,D,Europa
Southern Islay Single Malt Scotch Whisky,Scotland,1,1,80.67,D,Europa
Southshore,Scotland,2,2,87.45,C,Europa
Special Islay Malt,Scotland,10,10,84.09,D,Europa
Special Malt,Scotland,1,0,49.85,G,Europa
Special Reserve,Scotland,5,0,49.85,G,Europa
Special Speyside Malt,Scotland,1,1,85.83,C,Europa
Special Vatting,Scotland,7,6,82.58,D,Europa
Speireag,Scotland,1,1,89,C,Europa
Spencer Club,Scotland,1,1,77.5,E,Europa
SPEY,Scotland,27,19,83.22,D,Europa
Spey River,Scotland,3,1,77.67,E,Europa
Spey Royal,Scotland,6,2,84,D,Europa
Spey Vintage,Scotland,1,0,49.85,G,Europa
Speybridge,Scotland,5,4,85.64,C,Europa
Speyburn,Scotland,138,104,83.14,D,Europa
Speymhor,Scotland,1,1,72.5,F,Europa
Speyside,Scotland,84,61,84.52,D,Europa
Speyside Blended Malt Scotch Whisky,Scotland,2,0,49.85,G,Europa
Speyside Cooperage,Scotland,3,3,75.87,E,Europa
Speyside distilled in Ballindalloch,Scotland,2,1,93,B,Europa
Speyside Distillery,Scotland,183,123,83.98,D,Europa
Speyside Finest,Scotland,3,3,88.55,C,Europa
Speyside Glenlivet Region,Scotland,1,1,87.6,C,Europa
Speyside Hero,Scotland,2,2,89.07,C,Europa
Speyside King,Scotland,1,1,85.25,C,Europa
Speyside Malt,Scotland,12,6,90.49,B,Europa
Speyside Mysteria,Scotland,4,4,88.16,C,Europa
Speyside Region,Scotland,62,56,89.46,C,Europa
Speyside Region Malt,Scotland,9,6,91.3,B,Europa
Speyside Region Selection,Scotland,5,5,87.17,C,Europa
Speyside Reserve,Scotland,3,2,82.75,D,Europa
Speyside Single Malt,Scotland,7,5,90.79,B,Europa
Speyside Single Malt Scotch Whisky,Scotland,12,7,85.48,C,Europa
Speyside's Finest Distillery,Scotland,4,3,91.28,B,Europa
Speysider,Scotland,1,1,88,C,Europa
Spica,Scotland,1,0,49.85,G,Europa
Spice King,Scotland,9,8,80.61,D,Europa
Spillers Bonio,Scotland,1,0,49.85,G,Europa
Spirale,Scotland,3,3,90.33,B,Europa
Spirit Collection,Scotland,6,0,49.85,G,Europa
Spirit of Freedom,Scotland,4,4,82.31,D,Europa
Spirit of Mensa,Scotland,3,1,88,C,Europa
Spirit of Robyn Hoode,Scotland,4,0,49.85,G,Europa
Spirit of Speyside Whisky Festival,Scotland,12,5,78.53,E,Europa
Spirit of Unity,Scotland,1,1,83.19,D,Europa
Spiritz of the Isles,Scotland,1,1,84.75,D,Europa
Springavulin,Scotland,1,1,85,C,Europa
Springbank,Scotland,2081,1553,88.72,C,Europa
Spyniemor,Scotland,2,1,90,B,Europa
Squires,Scotland,1,0,49.85,G,Europa
St Magdalene,Scotland,124,97,89.09,C,Europa
St. Edmund Hall,Scotland,1,0,49.85,G,Europa
St. James' Blend,Scotland,1,1,82,D,Europa
St. James's,Scotland,5,1,84,D,Europa
St. Mirren F.C.,Scotland,1,0,49.85,G,Europa
Staoisha,Scotland,1,1,82,D,Europa
Statesman,Scotland,6,2,53.85,G,Europa
Steaming in the Highlands,Scotland,NA,0,49.85,G,Europa
Sterling,Scotland,1,0,49.85,G,Europa
Stewart's,Scotland,2,0,49.85,G,Europa
Stewarts Cream of the Barley,Scotland,9,8,83.17,D,Europa
Still Waters,Scotland,1,0,49.85,G,Europa
Stinghers,Scotland,1,0,49.85,G,Europa
Stirling Castle,Scotland,1,1,83.25,D,Europa
Stone of Manhood,Scotland,1,0,49.85,G,Europa
Storm,Scotland,2,2,80.34,D,Europa
Straight from the Cask,Scotland,3,2,87.84,C,Europa
Strathayr,Scotland,2,1,77,E,Europa
Strathbeag,Scotland,1,1,80,D,Europa
Strathblair,Scotland,1,0,49.85,G,Europa
Strathclyde,Scotland,125,91,85.92,C,Europa
Strathcolm,Scotland,3,3,78.47,E,Europa
Strathconon,Scotland,4,2,84.5,D,Europa
Strathearn,Scotland,19,8,81.51,D,Europa
Stratheden,Scotland,10,6,80.32,D,Europa
Strathglen,Scotland,1,0,49.85,G,Europa
Strathisla,Scotland,489,390,88.01,C,Europa
Strathmill,Scotland,316,235,84.59,D,Europa
Strathmore,Scotland,5,2,87.58,C,Europa
Strathspey,Scotland,2,2,82.34,D,Europa
Stronachie,Scotland,21,18,79.88,E,Europa
Strong's,Scotland,1,0,49.85,G,Europa
STRT,Scotland,1,0,49.85,G,Europa
Stuart,Scotland,1,0,49.85,G,Europa
Stuart's,Scotland,1,0,49.85,G,Europa
Supreme,Scotland,1,1,87,C,Europa
Sweden Rock,Scotland,2,2,69.82,G,Europa
Sword's,Scotland,1,0,49.85,G,Europa
Sword's Gauntlet,Scotland,1,0,49.85,G,Europa
Symphony,Scotland,1,1,85,C,Europa
Syndicate 58/6,Scotland,2,1,82.5,D,Europa
T-spooned Malt Whisky,Scotland,1,1,84.67,D,Europa
T-Spooned Speyside Blended Malt Whisky,Scotland,1,1,76,E,Europa
Talimburg,Scotland,1,1,86.85,C,Europa
Talisker,Scotland,544,451,86.93,C,Europa
Tall Ships Race,Scotland,1,0,49.85,G,Europa
Tam O' Shanter,Scotland,1,0,49.85,G,Europa
Tambowie,Scotland,2,1,79,E,Europa
Tamdhu,Scotland,396,286,84.96,D,Europa
Tamifroyg,Scotland,1,1,88.88,C,Europa
Tammie,Scotland,1,0,49.85,G,Europa
Tamnavulin,Scotland,173,123,85.39,C,Europa
Tanners,Scotland,2,0,49.85,G,Europa
Tantallan,Scotland,9,3,80.53,D,Europa
Taplows,Scotland,1,0,49.85,G,Europa
Taranty,Scotland,3,1,90,B,Europa
Tarracroy,Scotland,3,1,90.5,B,Europa
Tartan Pride,Scotland,1,1,80,D,Europa
Tartans,Scotland,1,0,49.85,G,Europa
Tasgall,Scotland,2,2,83.26,D,Europa
Tasters' Choice,Scotland,3,3,88.67,C,Europa
Tasty Creations,Scotland,16,10,83.27,D,Europa
Tax Collector,Scotland,3,1,80.5,D,Europa
Tayside,Scotland,3,2,81,D,Europa
Té Bheag,Scotland,8,6,81.73,D,Europa
Teacher's,Scotland,44,26,79.09,E,Europa
Teaninich,Scotland,301,208,86.22,C,Europa
Teith Mill,Scotland,3,0,49.85,G,Europa
Texa Dram,Scotland,1,1,87.85,C,Europa
Thane of Cawdor,Scotland,1,0,49.85,G,Europa
The '90s,Scotland,1,1,90,B,Europa
The 15 Para Blend,Scotland,1,0,49.85,G,Europa
The Abbot's Choice,Scotland,15,4,80.13,D,Europa
The Alloway,Scotland,1,1,89,C,Europa
The An Linnean Blend,Scotland,1,1,91,B,Europa
The Annan,Scotland,1,1,89,C,Europa
The Antiquary,Scotland,41,23,81.14,D,Europa
The Argyll And Sutherland Highlanders,Scotland,3,0,49.85,G,Europa
The Auchtertyre,Scotland,1,1,87,C,Europa
The Auld Brig,Scotland,1,1,81,D,Europa
The Bailie Nicol Jarvie,Scotland,6,4,80.2,D,Europa
The Banks O' Doon,Scotland,1,1,87,C,Europa
The Bard's Best,Scotland,1,1,19,G,Europa
The Bennachie,Scotland,12,4,82.31,D,Europa
The Big Smoke,Scotland,7,5,83.38,D,Europa
The Big Strand,Scotland,1,1,83.29,D,Europa
The Biggar,Scotland,1,1,81,D,Europa
The Black Diamond,Scotland,1,1,87,C,Europa
The Black Prince,Scotland,6,0,49.85,G,Europa
The Black Tulip,Scotland,1,0,49.85,G,Europa
The Blender's Reserve,Scotland,1,0,49.85,G,Europa
The Bomb,Scotland,3,1,84,D,Europa
The Brook,Scotland,1,0,49.85,G,Europa
The Buchanan,Scotland,4,0,49.85,G,Europa
The Budgie Bar,Scotland,1,0,49.85,G,Europa
The Captain's,Scotland,2,1,80,D,Europa
The Càrn Mòr Blend,Scotland,1,1,78.67,E,Europa
The Carnoustie,Scotland,1,0,49.85,G,Europa
The Centenary Blend,Scotland,1,0,49.85,G,Europa
The Chairman's,Scotland,1,0,49.85,G,Europa
The Challenge,Scotland,2,1,80,D,Europa
The Charles House,Scotland,5,3,50.33,G,Europa
The Chivas and Glenlivet Group,Scotland,1,0,49.85,G,Europa
The Cigar Malt,Scotland,13,9,88.52,C,Europa
The Circus,Scotland,1,1,86.53,C,Europa
The Class,Scotland,1,1,61,G,Europa
The Claymore,Scotland,8,3,76.33,E,Europa
The Clydeside Distillery,Scotland,1,1,77,E,Europa
The Coldstream Guard,Scotland,1,0,49.85,G,Europa
The Connoisseur's,Scotland,1,1,1,G,Europa
The Corriemhor,Scotland,3,3,83.72,D,Europa
The Dalvey,Scotland,2,1,85,C,Europa
The Dark Secret,Scotland,5,5,87.7,C,Europa
The Dark Side of Islay,Scotland,4,3,88.16,C,Europa
The Deacons Dram,Scotland,1,0,49.85,G,Europa
The Deveron,Scotland,6,6,65.31,G,Europa
The Dew Of The Grampians,Scotland,1,1,84,D,Europa
The Directors' Blend,Scotland,1,0,49.85,G,Europa
The Dirk,Scotland,1,0,49.85,G,Europa
The Doborn,Scotland,1,0,49.85,G,Europa
The Dogs,Scotland,1,1,15,G,Europa
The Doonhamers,Scotland,1,0,49.85,G,Europa
The Double,Scotland,3,2,82.88,D,Europa
The Double Single,Scotland,3,3,88.23,C,Europa
The Douglas Blend,Scotland,1,0,49.85,G,Europa
The Dragon,Scotland,8,7,88.66,C,Europa
The Drake,Scotland,1,0,49.85,G,Europa
The Drumnadrochit Dram,Scotland,1,0,49.85,G,Europa
The Dundee,Scotland,2,0,49.85,G,Europa
The Earl of Gosford's,Scotland,1,0,49.85,G,Europa
The Earl's,Scotland,1,1,84.67,D,Europa
The Eaton's,Scotland,1,0,49.85,G,Europa
The Edrington Blend,Scotland,1,1,87,C,Europa
The Ellisland,Scotland,1,1,82,D,Europa
The Entertainer,Scotland,1,1,89.2,C,Europa
The Epicurean,Scotland,5,2,80.74,D,Europa
The Eriskay,Scotland,1,1,90.33,B,Europa
The Exceptional,Scotland,4,3,88.67,C,Europa
The Exclusive Blend,Scotland,7,5,86.3,C,Europa
The Exec,Scotland,1,0,49.85,G,Europa
The Falkirk Wheel,Scotland,2,0,49.85,G,Europa
The Falls of Dochart,Scotland,1,0,49.85,G,Europa
The Famous Glen,Scotland,1,0,49.85,G,Europa
The Famous Grouse,Scotland,139,88,78.78,E,Europa
The Famous Sinclair 1612,Scotland,1,0,49.85,G,Europa
The Fat Trout,Scotland,4,3,77.67,E,Europa
The Favourite,Scotland,1,0,49.85,G,Europa
The Feathery,Scotland,2,2,82.67,D,Europa
The Final Blend,Scotland,1,0,49.85,G,Europa
The Firkin Whisky,Scotland,NA,0,49.85,G,Europa
The First Footer,Scotland,1,0,49.85,G,Europa
The Fisherman,Scotland,1,1,88,C,Europa
The Five,Scotland,3,1,89,C,Europa
The Formidable Jock of Bennachie,Scotland,2,0,49.85,G,Europa
The Founders Reserve,Scotland,1,1,88,C,Europa
The Four,Scotland,4,3,88.33,C,Europa
The Friars Carse,Scotland,1,1,87,C,Europa
The Gauldrons,Scotland,2,2,85.09,C,Europa
The General,Scotland,2,1,91.85,B,Europa
The Generous Spirit,Scotland,3,3,78.36,E,Europa
The Gentleman's Blend,Scotland,1,0,49.85,G,Europa
The Gild,Scotland,1,1,77.25,E,Europa
The Glen Dowan,Scotland,5,2,74.5,F,Europa
The Glen Peel,Scotland,2,1,82.33,D,Europa
The Glen Silver's,Scotland,5,4,72.94,F,Europa
The Glenfohry,Scotland,3,2,34,G,Europa
The Glenlivet-Blend,Scotland,2,0,49.85,G,Europa
The Glover,Scotland,4,4,88.6,C,Europa
The Gold Label Whisky,Scotland,1,0,49.85,G,Europa
The Golden Age Blend,Scotland,1,1,89.83,C,Europa
The Good Spirits Co.,Scotland,23,9,82.94,D,Europa
The Gordon Highlander's,Scotland,1,1,79.11,E,Europa
The Great Glen,Scotland,3,3,69.56,G,Europa
The Great Macaulay,Scotland,2,2,75,E,Europa
The Greybeard,Scotland,1,1,72,F,Europa
The Half-Century Blend,Scotland,3,3,88.71,C,Europa
The Hampden Roar,Scotland,1,0,49.85,G,Europa
The Hielanman,Scotland,4,0,49.85,G,Europa
The Highland Fox,Scotland,1,0,49.85,G,Europa
The Highlander,Scotland,1,1,82,D,Europa
The Hive,Scotland,8,6,79.87,E,Europa
The Hoebeg,Scotland,4,2,81.67,D,Europa
The Hollow Mountain,Scotland,1,0,49.85,G,Europa
The House of Bruar,Scotland,1,1,80,D,Europa
The Hunter,Scotland,1,0,49.85,G,Europa
The Huntly,Scotland,3,3,84,D,Europa
The Ileach,Scotland,11,8,82.49,D,Europa
The Infamous,Scotland,1,1,86.8,C,Europa
The Inverarity,Scotland,10,5,78.1,E,Europa
The Inverness Courier,Scotland,1,0,49.85,G,Europa
The Isle Of Islay,Scotland,1,1,87,C,Europa
The Jacobite,Scotland,2,0,49.85,G,Europa
The Junior,Scotland,2,0,49.85,G,Europa
The Kenmore,Scotland,1,1,82,D,Europa
The Kylesku,Scotland,1,0,49.85,G,Europa
The Last Drop,Scotland,10,6,93.24,B,Europa
The Last Fetish,Scotland,1,1,89.8,C,Europa
The Last Hunter,Scotland,1,0,49.85,G,Europa
The Last Vatted Grain,Scotland,1,1,89.8,C,Europa
The Last Vatted Malt,Scotland,1,1,90.27,B,Europa
The Latitude 55°,Scotland,2,1,58,G,Europa
The Legendary,Scotland,20,15,83.79,D,Europa
The Legendary Salty Sea-Dog,Scotland,3,3,80.5,D,Europa
The Lincluden,Scotland,1,1,84,D,Europa
The Little Lighthouse,Scotland,1,1,89,C,Europa
The little smoking monster,Scotland,1,1,80,D,Europa
The Living Cask,Scotland,2,1,86,C,Europa
The Loch Fyne,Scotland,13,9,80.61,D,Europa
The Lochmaben,Scotland,1,1,87.5,C,Europa
The Lochside,Scotland,1,0,49.85,G,Europa
The Loner,Scotland,1,1,80.25,D,Europa
The Lord Balliol,Scotland,1,0,49.85,G,Europa
The Lord Provost's,Scotland,1,0,49.85,G,Europa
The Lost Blend,Scotland,6,4,83.35,D,Europa
The Lost Distilleries Blend,Scotland,10,8,87.84,C,Europa
The Maclennan Reserve,Scotland,1,0,49.85,G,Europa
The MacPhunn,Scotland,6,5,87.4,C,Europa
The Mc. Kenney,Scotland,1,0,49.85,G,Europa
The Merry Go Round,Scotland,1,1,91.83,B,Europa
The Mill Burn,Scotland,1,0,49.85,G,Europa
The Modern Masters,Scotland,1,1,89,C,Europa
The Monarch,Scotland,3,0,49.85,G,Europa
The Moray Brand,Scotland,2,0,49.85,G,Europa
The Moray District,Scotland,1,0,49.85,G,Europa
The Muir of Ord,Scotland,1,0,49.85,G,Europa
The Munro's,Scotland,12,0,49.85,G,Europa
The Murrayfield,Scotland,2,0,49.85,G,Europa
The Naked Grouse,Scotland,4,4,77.09,E,Europa
The Nameless One,Scotland,1,1,86.32,C,Europa
The Nameless Two,Scotland,1,1,86.57,C,Europa
The National Choice,Scotland,2,2,82.25,D,Europa
The Nectar,Scotland,1,1,88.94,C,Europa
The Numinous Cask,Scotland,1,1,85.78,C,Europa
The OA Islay,Scotland,5,4,82.49,D,Europa
The Octave Cask,Scotland,1,1,88,C,Europa
The Old Man of Hoy,Scotland,13,7,85.88,C,Europa
The Original Mackinlay,Scotland,14,3,78,E,Europa
The Osprey,Scotland,3,0,49.85,G,Europa
The Pauls Malt,Scotland,2,0,49.85,G,Europa
The Peat Bog,Scotland,1,1,87.95,C,Europa
The Peat Monster,Scotland,16,15,84.62,D,Europa
The Pibroch,Scotland,1,1,82,D,Europa
The Pipers Choice,Scotland,5,5,85.4,C,Europa
The Pitlochry Original,Scotland,1,0,49.85,G,Europa
The Pot Still,Scotland,1,1,81,D,Europa
The Precentor's Peg,Scotland,1,0,49.85,G,Europa
The Prestonfield,Scotland,11,5,93.24,B,Europa
The Prince of the Highlands,Scotland,1,1,89.5,C,Europa
The Ptarmigan,Scotland,1,0,49.85,G,Europa
The Quartet,Scotland,1,1,84.5,D,Europa
The Queen's Seal,Scotland,2,0,49.85,G,Europa
The Queens,Scotland,1,0,49.85,G,Europa
The Real Mackenzie,Scotland,17,5,82.03,D,Europa
The Real McTavish,Scotland,1,0,49.85,G,Europa
The Riddle of Islay,Scotland,1,1,86.5,C,Europa
The Royal & Ancient,Scotland,2,0,49.85,G,Europa
The Royal Household,Scotland,1,0,49.85,G,Europa
The Royal Wee,Scotland,1,0,49.85,G,Europa
The Sailor,Scotland,1,0,49.85,G,Europa
The Saint,Scotland,1,1,83.6,D,Europa
The Scotch House,Scotland,1,0,49.85,G,Europa
The Scotch Whisky Experience,Scotland,2,1,86,C,Europa
The Scots Whisky Forum,Scotland,1,1,87.23,C,Europa
The Scotsman,Scotland,1,0,49.85,G,Europa
The Scottish Blend,Scotland,1,0,49.85,G,Europa
The Scottish Gathering,Scotland,1,0,49.85,G,Europa
The Scottish Gourmet,Scotland,1,0,49.85,G,Europa
The Scottish Referendum,Scotland,3,3,86.96,C,Europa
The Seaforth Club Malt Whisky,Scotland,1,0,49.85,G,Europa
The Secret Cask,Scotland,6,4,88.46,C,Europa
The Secret Islay,Scotland,4,3,81.78,D,Europa
The Secret Orkney,Scotland,1,1,81.67,D,Europa
The Secret Speyside,Scotland,2,2,84.63,D,Europa
The Sheiling,Scotland,1,0,49.85,G,Europa
The Singleton of Auchroisk,Scotland,27,18,83.88,D,Europa
The Singleton of Dufftown,Scotland,26,22,78.3,E,Europa
The Singleton of Glen Ord,Scotland,20,14,82.21,D,Europa
The Singleton of Glendullan,Scotland,15,10,80.93,D,Europa
The Sinner,Scotland,1,1,83.5,D,Europa
The Six Isles,Scotland,9,9,82.6,D,Europa
The Smoking Steamship,Scotland,1,1,82,D,Europa
The smoky vineyard,Scotland,1,1,86,C,Europa
The Society's,Scotland,6,1,78,E,Europa
The Sovereign,Scotland,6,0,49.85,G,Europa
The Spaniard,Scotland,1,0,49.85,G,Europa
The Speaker,Scotland,8,1,83,D,Europa
The Spey Cast,Scotland,8,4,81.55,D,Europa
The Speyside,Scotland,1,0,49.85,G,Europa
The Spice Tree,Scotland,10,9,85.59,C,Europa
The Spirit of Burns,Scotland,1,0,49.85,G,Europa
The Stewart MacDuff,Scotland,1,0,49.85,G,Europa
The Strathspey Malt,Scotland,1,1,80.25,D,Europa
The Strathspey Reserve,Scotland,10,5,82.5,D,Europa
The Stuart Arms,Scotland,1,1,85.5,C,Europa
The Talisman,Scotland,6,4,70.5,F,Europa
The Tarbolton,Scotland,1,1,55,G,Europa
The Targe,Scotland,1,1,73.33,F,Europa
The Three Scotches,Scotland,6,3,78.22,E,Europa
The Tiger's Eye,Scotland,1,1,75.5,E,Europa
The Torran,Scotland,4,1,71.5,F,Europa
The Transition,Scotland,1,1,90.5,B,Europa
The Trinity,Scotland,3,0,49.85,G,Europa
The Trojan,Scotland,1,1,87.67,C,Europa
The Tulliallan,Scotland,3,0,49.85,G,Europa
The TWA Brigs,Scotland,1,1,89,C,Europa
The Tweeddale,Scotland,8,8,83.92,D,Europa
The Two,Scotland,4,2,82,D,Europa
The Unnameable,Scotland,1,1,76,E,Europa
The Wallace Monument,Scotland,1,0,49.85,G,Europa
The Wanderer,Scotland,1,1,88.6,C,Europa
The Whisky Club,Scotland,3,0,49.85,G,Europa
The Whisky of 1990,Scotland,3,0,49.85,G,Europa
The Whisky that Cannot be Named,Scotland,1,1,92.79,B,Europa
The White,Scotland,1,0,49.85,G,Europa
The Winner,Scotland,1,0,49.85,G,Europa
The Witch's Brew,Scotland,1,1,84,D,Europa
The Wolf of Badenoch,Scotland,1,1,75.5,E,Europa
The World Pipe Band Championships,Scotland,1,0,49.85,G,Europa
The Young Pretender,Scotland,1,0,49.85,G,Europa
This is not a luxury Whisky,Scotland,1,1,88.99,C,Europa
Thistle,Scotland,3,1,84,D,Europa
Thompson's,Scotland,2,2,82.5,D,Europa
Thorne's,Scotland,4,0,49.85,G,Europa
Three Castles,Scotland,1,0,49.85,G,Europa
Three Islay Distilleries,Scotland,1,1,88.5,C,Europa
Three Year Old Deluxe,Scotland,2,2,88.68,C,Europa
Thunder's Whisky,Scotland,1,0,49.85,G,Europa
Tight Lines,Scotland,1,0,49.85,G,Europa
Timorous Beastie,Scotland,8,7,84.31,D,Europa
Tinkers Dram,Scotland,1,0,49.85,G,Europa
TKO,Scotland,1,0,49.85,G,Europa
To the Ends of the Earth,Scotland,1,0,49.85,G,Europa
Tobermory,Scotland,419,334,84.9,D,Europa
Tom Derry,Scotland,1,1,78.67,E,Europa
Tomatin,Scotland,830,669,86.33,C,Europa
Tomfarclas,Scotland,1,1,87.29,C,Europa
Tomfarclas Wood,Scotland,1,1,87.21,C,Europa
Tomintoul,Scotland,300,229,85.69,C,Europa
Tomintoul Scotland,Scotland,1,1,59,G,Europa
Top Secret,Scotland,2,2,69.5,G,Europa
Top Ten,Scotland,1,0,49.85,G,Europa
Top Vat,Scotland,1,0,49.85,G,Europa
Torba,Scotland,1,1,86,C,Europa
Tormore,Scotland,316,233,85.12,C,Europa
Tower Gate 19,Scotland,1,0,49.85,G,Europa
Towiemore,Scotland,3,2,81.28,D,Europa
Trader Joe's - Highland,Scotland,3,0,49.85,G,Europa
Trader Joe's - Speyside,Scotland,4,0,49.85,G,Europa
Transatlantic,Scotland,1,1,84.67,D,Europa
Treacle Chest,Scotland,1,1,81.67,D,Europa
Tri Tiaghean-Staile Ileach,Scotland,1,1,89,C,Europa
Tribute,Scotland,2,0,49.85,G,Europa
Triple S,Scotland,1,0,49.85,G,Europa
Triumph,Scotland,1,1,82,D,Europa
Tropical Trudy,Scotland,1,1,85.21,C,Europa
Tullibardine,Scotland,409,320,84.65,D,Europa
Tullibardine Royal,Scotland,1,1,86.67,C,Europa
Tullichmhor,Scotland,1,1,90,B,Europa
Tulloch,Scotland,1,0,49.85,G,Europa
Tulloch Wood,Scotland,1,1,87.26,C,Europa
Turnberry,Scotland,1,0,49.85,G,Europa
Turnhouse,Scotland,1,0,49.85,G,Europa
Tuxedo,Scotland,3,1,84,D,Europa
Twelve Pointer,Scotland,1,0,49.85,G,Europa
Twenty Twenty,Scotland,1,1,83,D,Europa
Two Brothers Selection,Scotland,1,1,87.67,C,Europa
Two Speysiders by a stream,Scotland,1,0,49.85,G,Europa
Two With A Teaspoon Of The Second,Scotland,1,1,86.67,C,Europa
Tylosand Speyside,Scotland,1,0,49.85,G,Europa
Ubique,Scotland,1,1,60,G,Europa
UD,Scotland,2,0,49.85,G,Europa
Uisge Beatha,Scotland,8,4,89.5,C,Europa
Uncle Duke's,Scotland,1,0,49.85,G,Europa
Undercover,Scotland,4,4,88.34,C,Europa
Undercover Islay,Scotland,2,2,84,D,Europa
Union Park,Scotland,1,0,49.85,G,Europa
Unique,Scotland,1,1,77.64,E,Europa
Unknown Speyside,Scotland,1,1,85.46,C,Europa
Unnamed Orkney,Scotland,3,2,86.59,C,Europa
Unnamed Speyside,Scotland,1,1,81.87,D,Europa
Unvanquished,Scotland,1,0,49.85,G,Europa
Upper Ten,Scotland,5,3,73.31,F,Europa
Urquhart Castle,Scotland,1,0,49.85,G,Europa
Usher's,Scotland,9,4,80.58,D,Europa
Usquaebach,Scotland,17,8,82.04,D,Europa
V. S. O.,Scotland,1,1,92.5,B,Europa
V.O.E.,Scotland,1,1,78.5,E,Europa
Vanilla Burst,Scotland,1,1,76.75,E,Europa
VAT 69,Scotland,33,17,78.66,E,Europa
Vatted Grain,Scotland,1,1,85.6,C,Europa
Vatted Islay,Scotland,6,5,88.52,C,Europa
Vatted Islay Malt,Scotland,2,1,85,C,Europa
Vatted Malt,Scotland,2,1,83,D,Europa
Vega,Scotland,3,2,89.52,C,Europa
Velvet Fig,Scotland,1,1,83.63,D,Europa
Vendôme,Scotland,1,0,49.85,G,Europa
Venice Simplon Orient Express,Scotland,1,0,49.85,G,Europa
Venture,Scotland,1,0,49.85,G,Europa
Vernal Awakening,Scotland,1,1,90.67,B,Europa
Very Old,Scotland,NA,0,49.85,G,Europa
Very Old Highland Whisky,Scotland,1,0,49.85,G,Europa
Very Old Malt Whisky,Scotland,2,2,86.11,C,Europa
Very Rare Old Liqueur Scotch Whisky,Scotland,1,1,91.21,B,Europa
Very Sherried,Scotland,7,6,92.2,B,Europa
VETO,Scotland,1,1,84.75,D,Europa
Viking,Scotland,1,1,81,D,Europa
Vintage,Scotland,40,24,78.05,E,Europa
Vintners Choice,Scotland,12,6,78.2,E,Europa
VXV,Scotland,1,1,85,C,Europa
W. MacLand,Scotland,1,0,49.85,G,Europa
W. Turkey,Scotland,1,0,49.85,G,Europa
W5,Scotland,3,1,82.67,D,Europa
Waitrose,Scotland,7,2,76,E,Europa
Waitrose Island,Scotland,1,0,49.85,G,Europa
Walkers,Scotland,1,1,83,D,Europa
Wardhead,Scotland,16,13,84.72,D,Europa
Waxed Jackets,Scotland,4,1,89,C,Europa
Wedgwood,Scotland,1,0,49.85,G,Europa
Weltfein,Scotland,6,1,85,C,Europa
West Coast Whisky Fèis,Scotland,1,0,49.85,G,Europa
West Highland Walkway,Scotland,1,0,49.85,G,Europa
West Islay,Scotland,1,1,88.65,C,Europa
West Port,Scotland,2,2,86.71,C,Europa
Western Highland,Scotland,1,1,92.55,B,Europa
Western Isles,Scotland,1,1,86.5,C,Europa
Westmhor,Scotland,1,0,49.85,G,Europa
Westminster,Scotland,1,0,49.85,G,Europa
Weston's,Scotland,2,0,49.85,G,Europa
Westport,Scotland,75,53,85.89,C,Europa
Whalligoe,Scotland,1,1,90,B,Europa
Whisky & Dreams,Scotland,1,1,85.83,C,Europa
Whisky = People,Scotland,1,1,89.75,C,Europa
Whisky By X,Scotland,2,1,79,E,Europa
Whisky Classics,Scotland,1,1,85,C,Europa
Whisky de Table,Scotland,3,2,82.47,D,Europa
Whisky Galore,Scotland,10,1,74.5,F,Europa
Whisky Senador,Scotland,1,1,80,D,Europa
White 5,Scotland,1,0,49.85,G,Europa
White Abbey,Scotland,1,0,49.85,G,Europa
White Hart,Scotland,2,1,72.5,F,Europa
White Heather,Scotland,34,14,84.8,D,Europa
White Horse,Scotland,95,45,85.65,C,Europa
White Lion,Scotland,4,2,39.88,G,Europa
White Seal,Scotland,1,0,49.85,G,Europa
White Star Line,Scotland,1,0,49.85,G,Europa
White Turkey,Scotland,1,0,49.85,G,Europa
Whyte & Mackay,Scotland,73,44,78.84,E,Europa
Wicked Wendy,Scotland,1,1,84.21,D,Europa
Wild Saxon,Scotland,2,1,73,F,Europa
Wild Scarlet,Scotland,1,1,86.72,C,Europa
Wild Scotsman,Scotland,1,1,75.25,E,Europa
Wild Thing,Scotland,1,1,85,C,Europa
William & Son,Scotland,1,1,87,C,Europa
William Cadenhead,Scotland,17,14,85.93,C,Europa
William Grant & Sons Limited,Scotland,23,13,85.66,C,Europa
William Hepburn,Scotland,2,0,49.85,G,Europa
William Lawson's,Scotland,28,14,65.78,G,Europa
William Peel,Scotland,13,8,65.84,G,Europa
William Riddell,Scotland,2,1,72,F,Europa
William Scott,Scotland,1,0,49.85,G,Europa
William The Conqueror,Scotland,1,0,49.85,G,Europa
William Younger,Scotland,1,0,49.85,G,Europa
Williamson,Scotland,18,12,86.08,C,Europa
Wilson's,Scotland,5,0,49.85,G,Europa
Windsor,Scotland,3,3,75.58,E,Europa
Windsor Castle,Scotland,1,1,86,C,Europa
Wm. Maxwell,Scotland,7,2,76.5,E,Europa
Wolf Legend,Scotland,2,1,94,B,Europa
